"Código.IBGE.Município","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021","razao_social","cnpj","velocidade_contratada_mbps","uf","municipio","municipio_uf"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.256,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",30,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",200,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",14,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",14,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",10,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",2,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
